stage,timestamp,target_frequency_hz,repeat,expected_peak_mv,expected_vpp_mv,expected_rms_mv,seq,raw_frequency_hz,frequency_error_hz,raw_peak_code_x100,raw_peak_mv,raw_peak_error_mv,required_correction_gain,firmware_peak_mv,firmware_peak_error_mv,firmware_vpp_mv,firmware_vpp_error_mv,firmware_rms_mv,firmware_rms_error_mv,peak_count,signal_valid,adc_min,adc_max,adc_overrun
diagnostic_sine_50_after_reset,2026-07-31T18:54:45.375,60000,1,25.000000,50.000000,17.677670,8442,60000,0,1411,11.329201,-13.670799,2.206686911,11.700000,-13.300000,23.300000,-26.700000,8.200000,-9.477670,1,0,3114,3148,0
diagnostic_sine_50_after_reset,2026-07-31T18:54:45.375,60000,2,25.000000,50.000000,17.677670,8444,60002,2,1412,11.337230,-13.662770,2.205124102,11.700000,-13.300000,23.300000,-26.700000,8.200000,-9.477670,1,0,3115,3147,0
diagnostic_sine_50_after_reset,2026-07-31T18:54:45.376,60000,3,25.000000,50.000000,17.677670,8446,60001,1,1413,11.345260,-13.654740,2.203563504,11.700000,-13.300000,23.300000,-26.700000,8.300000,-9.377670,1,0,3115,3147,0
