stage,timestamp,target_frequency_hz,repeat,expected_peak_mv,expected_vpp_mv,expected_rms_mv,seq,raw_frequency_hz,frequency_error_hz,raw_peak_code_x100,raw_peak_mv,raw_peak_error_mv,required_correction_gain,firmware_peak_mv,firmware_peak_error_mv,firmware_vpp_mv,firmware_vpp_error_mv,firmware_rms_mv,firmware_rms_error_mv,peak_count,signal_valid,adc_min,adc_max,adc_overrun
before,2026-07-31T14:12:48.479,10000,1,100.000000,200.000000,70.710678,33380,10000,0,12163,97.659160,-2.340840,1.023969492,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2997,3244,0
before,2026-07-31T14:12:48.479,10000,2,100.000000,200.000000,70.710678,33383,10001,1,12155,97.594926,-2.405074,1.024643433,99.100000,-0.900000,198.100000,-1.900000,70.000000,-0.710678,1,0,2997,3244,0
before,2026-07-31T14:12:48.479,10000,3,100.000000,200.000000,70.710678,33385,10000,0,12156,97.602955,-2.397045,1.024559142,99.100000,-0.900000,198.100000,-1.900000,70.000000,-0.710678,1,0,2995,3243,0
before,2026-07-31T14:12:48.782,10500,1,100.000000,200.000000,70.710678,33388,10500,0,12169,97.707335,-2.292665,1.023464617,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2996,3244,0
before,2026-07-31T14:12:48.782,10500,2,100.000000,200.000000,70.710678,33390,10501,1,12180,97.795656,-2.204344,1.022540306,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:12:48.782,10500,3,100.000000,200.000000,70.710678,33393,10500,0,12162,97.651130,-2.348870,1.024053686,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:12:49.087,11000,1,100.000000,200.000000,70.710678,33395,11000,0,12173,97.739452,-2.260548,1.023128311,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:12:49.087,11000,2,100.000000,200.000000,70.710678,33398,11000,0,12175,97.755510,-2.244490,1.022960240,99.100000,-0.900000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3244,0
before,2026-07-31T14:12:49.087,11000,3,100.000000,200.000000,70.710678,33400,11001,1,12170,97.715364,-2.284636,1.023380520,99.100000,-0.900000,198.200000,-1.800000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:12:49.396,11500,1,100.000000,200.000000,70.710678,33403,11500,0,12176,97.763539,-2.236461,1.022876226,99.100000,-0.900000,198.300000,-1.700000,70.100000,-0.610678,1,0,2996,3244,0
before,2026-07-31T14:12:49.396,11500,2,100.000000,200.000000,70.710678,33405,11500,0,12174,97.747481,-2.252519,1.023044269,99.100000,-0.900000,198.300000,-1.700000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:12:49.396,11500,3,100.000000,200.000000,70.710678,33408,11500,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:12:49.697,12000,1,100.000000,200.000000,70.710678,33410,12000,0,12177,97.771568,-2.228432,1.022792225,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:12:49.697,12000,2,100.000000,200.000000,70.710678,33413,12000,0,12171,97.723393,-2.276607,1.023296436,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3244,0
before,2026-07-31T14:12:49.697,12000,3,100.000000,200.000000,70.710678,33415,12000,0,12173,97.739452,-2.260548,1.023128311,99.100000,-0.900000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:05.476,12500,1,100.000000,200.000000,70.710678,33798,12500,0,12170,97.715364,-2.284636,1.023380520,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2997,3244,0
before,2026-07-31T14:13:05.476,12500,2,100.000000,200.000000,70.710678,33800,12500,0,12175,97.755510,-2.244490,1.022960240,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:05.476,12500,3,100.000000,200.000000,70.710678,33803,12500,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2994,3242,0
before,2026-07-31T14:13:05.778,13000,1,100.000000,200.000000,70.710678,33805,13000,0,12174,97.747481,-2.252519,1.023044269,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:05.778,13000,2,100.000000,200.000000,70.710678,33808,13000,0,12168,97.699306,-2.300694,1.023548728,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3242,0
before,2026-07-31T14:13:05.778,13000,3,100.000000,200.000000,70.710678,33810,13000,0,12164,97.667189,-2.332811,1.023885311,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:06.088,13500,1,100.000000,200.000000,70.710678,33813,13500,0,12174,97.747481,-2.252519,1.023044269,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:13:06.088,13500,2,100.000000,200.000000,70.710678,33815,13500,0,12169,97.707335,-2.292665,1.023464617,99.200000,-0.800000,198.300000,-1.700000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:06.088,13500,3,100.000000,200.000000,70.710678,33818,13500,0,12174,97.747481,-2.252519,1.023044269,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2994,3242,0
before,2026-07-31T14:13:06.392,14000,1,100.000000,200.000000,70.710678,33820,14000,0,12168,97.699306,-2.300694,1.023548728,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:13:06.392,14000,2,100.000000,200.000000,70.710678,33823,14000,0,12171,97.723393,-2.276607,1.023296436,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:06.392,14000,3,100.000000,200.000000,70.710678,33825,14000,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3242,0
before,2026-07-31T14:13:06.696,14500,1,100.000000,200.000000,70.710678,33828,14500,0,12170,97.715364,-2.284636,1.023380520,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:13:06.696,14500,2,100.000000,200.000000,70.710678,33830,14500,0,12170,97.715364,-2.284636,1.023380520,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:13:06.696,14500,3,100.000000,200.000000,70.710678,33833,14500,0,12168,97.699306,-2.300694,1.023548728,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2994,3243,0
before,2026-07-31T14:13:07.001,15000,1,100.000000,200.000000,70.710678,33835,15000,0,12170,97.715364,-2.284636,1.023380520,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2996,3243,0
before,2026-07-31T14:13:07.001,15000,2,100.000000,200.000000,70.710678,33838,15000,0,12171,97.723393,-2.276607,1.023296436,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3242,0
before,2026-07-31T14:13:07.001,15000,3,100.000000,200.000000,70.710678,33840,15000,0,12167,97.691276,-2.308724,1.023632853,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2993,3242,0
before,2026-07-31T14:13:07.308,15500,1,100.000000,200.000000,70.710678,33843,15500,0,12168,97.699306,-2.300694,1.023548728,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2996,3244,0
before,2026-07-31T14:13:07.308,15500,2,100.000000,200.000000,70.710678,33845,15500,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.400000,-1.600000,70.100000,-0.610678,1,0,2995,3243,0
before,2026-07-31T14:13:07.308,15500,3,100.000000,200.000000,70.710678,33848,15500,0,12169,97.707335,-2.292665,1.023464617,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2995,3242,0
before,2026-07-31T14:13:07.611,16000,1,100.000000,200.000000,70.710678,33850,16000,0,12173,97.739452,-2.260548,1.023128311,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:07.611,16000,2,100.000000,200.000000,70.710678,33853,16000,0,12160,97.635072,-2.364928,1.024222116,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:07.611,16000,3,100.000000,200.000000,70.710678,33855,16000,0,12167,97.691276,-2.308724,1.023632853,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2995,3242,0
before,2026-07-31T14:13:07.921,16500,1,100.000000,200.000000,70.710678,33858,16500,0,12169,97.707335,-2.292665,1.023464617,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3244,0
before,2026-07-31T14:13:07.921,16500,2,100.000000,200.000000,70.710678,33860,16500,0,12167,97.691276,-2.308724,1.023632853,99.200000,-0.800000,198.400000,-1.600000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:07.921,16500,3,100.000000,200.000000,70.710678,33863,16500,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:08.225,17000,1,100.000000,200.000000,70.710678,33865,17000,0,12170,97.715364,-2.284636,1.023380520,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:08.225,17000,2,100.000000,200.000000,70.710678,33868,17000,0,12166,97.683247,-2.316753,1.023716992,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:08.225,17000,3,100.000000,200.000000,70.710678,33870,17000,0,12168,97.699306,-2.300694,1.023548728,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:08.529,17500,1,100.000000,200.000000,70.710678,33873,17500,0,12163,97.659160,-2.340840,1.023969492,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:08.529,17500,2,100.000000,200.000000,70.710678,33875,17500,0,12172,97.731422,-2.268578,1.023212367,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:08.529,17500,3,100.000000,200.000000,70.710678,33878,17500,0,12167,97.691276,-2.308724,1.023632853,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:08.834,18000,1,100.000000,200.000000,70.710678,33880,18000,0,12162,97.651130,-2.348870,1.024053686,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:08.834,18000,2,100.000000,200.000000,70.710678,33883,18000,0,12167,97.691276,-2.308724,1.023632853,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:08.834,18000,3,100.000000,200.000000,70.710678,33885,18000,0,12165,97.675218,-2.324782,1.023801145,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3242,0
before,2026-07-31T14:13:09.140,18500,1,100.000000,200.000000,70.710678,33888,18500,0,12165,97.675218,-2.324782,1.023801145,99.200000,-0.800000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:09.140,18500,2,100.000000,200.000000,70.710678,33890,18500,0,12166,97.683247,-2.316753,1.023716992,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:09.140,18500,3,100.000000,200.000000,70.710678,33893,18500,0,12165,97.675218,-2.324782,1.023801145,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:09.442,19000,1,100.000000,200.000000,70.710678,33895,19000,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2994,3242,0
before,2026-07-31T14:13:09.442,19000,2,100.000000,200.000000,70.710678,33898,19000,0,12165,97.675218,-2.324782,1.023801145,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:09.442,19000,3,100.000000,200.000000,70.710678,33900,19000,0,12165,97.675218,-2.324782,1.023801145,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2993,3241,0
before,2026-07-31T14:13:09.751,19500,1,100.000000,200.000000,70.710678,33903,19500,0,12166,97.683247,-2.316753,1.023716992,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:09.751,19500,2,100.000000,200.000000,70.710678,33905,19500,0,12167,97.691276,-2.308724,1.023632853,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:09.751,19500,3,100.000000,200.000000,70.710678,33908,19500,0,12164,97.667189,-2.332811,1.023885311,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.053,20000,1,100.000000,200.000000,70.710678,33910,20000,0,12163,97.659160,-2.340840,1.023969492,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.053,20000,2,100.000000,200.000000,70.710678,33913,20000,0,12160,97.635072,-2.364928,1.024222116,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:10.053,20000,3,100.000000,200.000000,70.710678,33915,20000,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.360,20500,1,100.000000,200.000000,70.710678,33918,20500,0,12163,97.659160,-2.340840,1.023969492,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:10.360,20500,2,100.000000,200.000000,70.710678,33920,20500,0,12163,97.659160,-2.340840,1.023969492,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:10.360,20500,3,100.000000,200.000000,70.710678,33923,20500,0,12164,97.667189,-2.332811,1.023885311,99.300000,-0.700000,198.500000,-1.500000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.664,21000,1,100.000000,200.000000,70.710678,33925,21000,0,12165,97.675218,-2.324782,1.023801145,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3244,0
before,2026-07-31T14:13:10.664,21000,2,100.000000,200.000000,70.710678,33928,21000,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.664,21000,3,100.000000,200.000000,70.710678,33930,21000,0,12161,97.643101,-2.356899,1.024137894,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.970,21500,1,100.000000,200.000000,70.710678,33933,21500,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:10.970,21500,2,100.000000,200.000000,70.710678,33935,21500,0,12161,97.643101,-2.356899,1.024137894,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:10.970,21500,3,100.000000,200.000000,70.710678,33938,21500,0,12160,97.635072,-2.364928,1.024222116,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3242,0
before,2026-07-31T14:13:11.274,22000,1,100.000000,200.000000,70.710678,33940,22000,0,12163,97.659160,-2.340840,1.023969492,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:11.274,22000,2,100.000000,200.000000,70.710678,33943,22000,0,12160,97.635072,-2.364928,1.024222116,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:11.275,22000,3,100.000000,200.000000,70.710678,33945,22000,0,12160,97.635072,-2.364928,1.024222116,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3242,0
before,2026-07-31T14:13:11.585,22500,1,100.000000,200.000000,70.710678,33948,22500,0,12160,97.635072,-2.364928,1.024222116,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2996,3244,0
before,2026-07-31T14:13:11.585,22500,2,100.000000,200.000000,70.710678,33950,22500,0,12161,97.643101,-2.356899,1.024137894,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:11.585,22500,3,100.000000,200.000000,70.710678,33953,22500,0,12161,97.643101,-2.356899,1.024137894,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:11.885,23000,1,100.000000,200.000000,70.710678,33955,23000,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:11.885,23000,2,100.000000,200.000000,70.710678,33958,23000,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:11.885,23000,3,100.000000,200.000000,70.710678,33960,23000,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:12.192,23500,1,100.000000,200.000000,70.710678,33963,23500,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.600000,-1.400000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:12.192,23500,2,100.000000,200.000000,70.710678,33965,23500,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:12.192,23500,3,100.000000,200.000000,70.710678,33968,23500,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:12.498,24000,1,100.000000,200.000000,70.710678,33970,24000,0,12161,97.643101,-2.356899,1.024137894,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:12.498,24000,2,100.000000,200.000000,70.710678,33973,24000,0,12154,97.586897,-2.413103,1.024727738,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:12.498,24000,3,100.000000,200.000000,70.710678,33975,24000,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:12.801,24500,1,100.000000,200.000000,70.710678,33978,24500,0,12159,97.627043,-2.372957,1.024306351,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3244,0
before,2026-07-31T14:13:12.801,24500,2,100.000000,200.000000,70.710678,33980,24500,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:12.801,24500,3,100.000000,200.000000,70.710678,33983,24500,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2994,3243,0
before,2026-07-31T14:13:13.105,25000,1,100.000000,200.000000,70.710678,33985,25000,0,12159,97.627043,-2.372957,1.024306351,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3243,0
before,2026-07-31T14:13:13.105,25000,2,100.000000,200.000000,70.710678,33988,25000,0,12162,97.651130,-2.348870,1.024053686,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:13.105,25000,3,100.000000,200.000000,70.710678,33990,25000,0,12159,97.627043,-2.372957,1.024306351,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2995,3243,0
before,2026-07-31T14:13:13.414,25500,1,100.000000,200.000000,70.710678,33993,25500,0,12158,97.619014,-2.380986,1.024390601,99.300000,-0.700000,198.700000,-1.300000,70.200000,-0.510678,1,0,2996,3245,0
before,2026-07-31T14:13:13.415,25500,2,100.000000,200.000000,70.710678,33995,25500,0,12156,97.602955,-2.397045,1.024559142,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:13.415,25500,3,100.000000,200.000000,70.710678,33998,25500,0,12159,97.627043,-2.372957,1.024306351,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2994,3242,0
before,2026-07-31T14:13:13.714,26000,1,100.000000,200.000000,70.710678,34000,26000,0,12161,97.643101,-2.356899,1.024137894,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:13.714,26000,2,100.000000,200.000000,70.710678,34003,26000,0,12160,97.635072,-2.364928,1.024222116,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:13.714,26000,3,100.000000,200.000000,70.710678,34005,26000,0,12157,97.610984,-2.389016,1.024474864,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:14.023,26500,1,100.000000,200.000000,70.710678,34008,26500,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:14.023,26500,2,100.000000,200.000000,70.710678,34010,26500,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:14.023,26500,3,100.000000,200.000000,70.710678,34013,26500,0,12157,97.610984,-2.389016,1.024474864,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2994,3241,0
before,2026-07-31T14:13:14.328,27000,1,100.000000,200.000000,70.710678,34015,27000,0,12161,97.643101,-2.356899,1.024137894,99.400000,-0.600000,198.700000,-1.300000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:14.328,27000,2,100.000000,200.000000,70.710678,34018,27000,0,12159,97.627043,-2.372957,1.024306351,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:14.328,27000,3,100.000000,200.000000,70.710678,34020,27000,0,12158,97.619014,-2.380986,1.024390601,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:14.632,27500,1,100.000000,200.000000,70.710678,34023,27500,0,12156,97.602955,-2.397045,1.024559142,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3244,0
before,2026-07-31T14:13:14.632,27500,2,100.000000,200.000000,70.710678,34025,27500,0,12158,97.619014,-2.380986,1.024390601,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3242,0
before,2026-07-31T14:13:14.632,27500,3,100.000000,200.000000,70.710678,34028,27500,0,12154,97.586897,-2.413103,1.024727738,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:14.936,28000,1,100.000000,200.000000,70.710678,34030,28000,0,12153,97.578868,-2.421132,1.024812057,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:14.936,28000,2,100.000000,200.000000,70.710678,34033,28000,0,12152,97.570838,-2.429162,1.024896390,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:14.936,28000,3,100.000000,200.000000,70.710678,34035,28000,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:15.244,28500,1,100.000000,200.000000,70.710678,34038,28500,0,12154,97.586897,-2.413103,1.024727738,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3243,0
before,2026-07-31T14:13:15.244,28500,2,100.000000,200.000000,70.710678,34040,28500,0,12150,97.554780,-2.445220,1.025065097,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2994,3242,0
before,2026-07-31T14:13:15.244,28500,3,100.000000,200.000000,70.710678,34043,28500,0,12152,97.570838,-2.429162,1.024896390,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3244,0
before,2026-07-31T14:13:15.547,29000,1,100.000000,200.000000,70.710678,34045,29000,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:15.547,29000,2,100.000000,200.000000,70.710678,34048,29000,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:15.547,29000,3,100.000000,200.000000,70.710678,34050,29000,0,12153,97.578868,-2.421132,1.024812057,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2993,3242,0
before,2026-07-31T14:13:15.857,29500,1,100.000000,200.000000,70.710678,34053,29500,0,12155,97.594926,-2.405074,1.024643433,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3244,0
before,2026-07-31T14:13:15.857,29500,2,100.000000,200.000000,70.710678,34055,29500,0,12149,97.546751,-2.453249,1.025149471,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:15.857,29500,3,100.000000,200.000000,70.710678,34058,29500,0,12154,97.586897,-2.413103,1.024727738,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3244,0
before,2026-07-31T14:13:16.160,30000,1,100.000000,200.000000,70.710678,34060,30000,0,12150,97.554780,-2.445220,1.025065097,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3243,0
before,2026-07-31T14:13:16.161,30000,2,100.000000,200.000000,70.710678,34063,30000,0,12156,97.602955,-2.397045,1.024559142,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
before,2026-07-31T14:13:16.161,30000,3,100.000000,200.000000,70.710678,34065,30000,0,12152,97.570838,-2.429162,1.024896390,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3242,0
before,2026-07-31T14:13:16.464,30500,1,100.000000,200.000000,70.710678,34068,30500,0,12153,97.578868,-2.421132,1.024812057,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2996,3243,0
before,2026-07-31T14:13:16.464,30500,2,100.000000,200.000000,70.710678,34070,30500,0,12154,97.586897,-2.413103,1.024727738,99.400000,-0.600000,198.800000,-1.200000,70.300000,-0.410678,1,0,2995,3243,0
